id,json_body,trade_time_int
3146,"{""last"":266835,""bid"":266821,""ask"":266822,""high"":276000,""low"":264361,""volume"":""12018.51790481"",""timestamp"":1496174275}",20170531045759
3147,"{""last"":266835,""bid"":266821,""ask"":266822,""high"":276000,""low"":264361,""volume"":""12018.47170481"",""timestamp"":1496174284}",20170531045809
3148,"{""last"":266759,""bid"":266722,""ask"":266759,""high"":276000,""low"":264361,""volume"":""12018.58424068"",""timestamp"":1496174296}",20170531045819
3149,"{""last"":266791,""bid"":266712,""ask"":266713,""high"":276000,""low"":264361,""volume"":""12023.70336978"",""timestamp"":1496174304}",20170531045829
3150,"{""last"":266926,""bid"":266782,""ask"":266939,""high"":276000,""low"":264361,""volume"":""12024.58021978"",""timestamp"":1496174314}",20170531045839
3151,"{""last"":266900,""bid"":266879,""ask"":266900,""high"":276000,""low"":264361,""volume"":""12024.2528811"",""timestamp"":1496174324}",20170531045849
3152,"{""last"":266900,""bid"":266889,""ask"":266900,""high"":276000,""low"":264361,""volume"":""12024.2528811"",""timestamp"":1496174334}",20170531045859
3153,"{""last"":266900,""bid"":266927,""ask"":267330,""high"":276000,""low"":264361,""volume"":""12024.2568811"",""timestamp"":1496174344}",20170531045909
3154,"{""last"":266840,""bid"":266840,""ask"":266904,""high"":276000,""low"":264361,""volume"":""12023.3069811"",""timestamp"":1496174355}",20170531045919
3155,"{""last"":266904,""bid"":266897,""ask"":266968,""high"":276000,""low"":264361,""volume"":""12022.01375672"",""timestamp"":1496174364}",20170531045929
3156,"{""last"":266961,""bid"":266949,""ask"":266968,""high"":276000,""low"":264361,""volume"":""12021.83775672"",""timestamp"":1496174374}",20170531045939
3157,"{""last"":266827,""bid"":266797,""ask"":266837,""high"":276000,""low"":264361,""volume"":""12022.06495566"",""timestamp"":1496174386}",20170531045949
3158,"{""last"":266966,""bid"":266831,""ask"":266836,""high"":276000,""low"":264361,""volume"":""12023.07543697"",""timestamp"":1496174394}",20170531050000
3159,"{""last"":266966,""bid"":266831,""ask"":266836,""high"":276000,""low"":264361,""volume"":""12023.07543697"",""timestamp"":1496174394}",20170531050010
3160,"{""last"":266847,""bid"":266843,""ask"":266847,""high"":276000,""low"":264361,""volume"":""12024.33344097"",""timestamp"":1496174420}",20170531050020
3161,"{""last"":266847,""bid"":266843,""ask"":266847,""high"":276000,""low"":264361,""volume"":""12024.33344097"",""timestamp"":1496174420}",20170531050030
3162,"{""last"":266886,""bid"":266875,""ask"":266886,""high"":276000,""low"":264361,""volume"":""12023.89904097"",""timestamp"":1496174430}",20170531050040
3163,"{""last"":266876,""bid"":266875,""ask"":266880,""high"":276000,""low"":264361,""volume"":""12023.86792328"",""timestamp"":1496174449}",20170531050050
3164,"{""last"":266876,""bid"":266875,""ask"":266880,""high"":276000,""low"":264361,""volume"":""12023.86792328"",""timestamp"":1496174449}",20170531050100
3165,"{""last"":266770,""bid"":266748,""ask"":266749,""high"":276000,""low"":264361,""volume"":""12024.01102728"",""timestamp"":1496174464}",20170531050110
3166,"{""last"":266742,""bid"":266742,""ask"":266756,""high"":276000,""low"":264361,""volume"":""12024.19656632"",""timestamp"":1496174477}",20170531050120
3167,"{""last"":266741,""bid"":266736,""ask"":266741,""high"":276000,""low"":264361,""volume"":""12024.20030721"",""timestamp"":1496174485}",20170531050130
3168,"{""last"":266726,""bid"":266722,""ask"":266723,""high"":276000,""low"":264361,""volume"":""12024.23370721"",""timestamp"":1496174497}",20170531050140
3169,"{""last"":266719,""bid"":266721,""ask"":266722,""high"":276000,""low"":264361,""volume"":""12024.22418963"",""timestamp"":1496174506}",20170531050150
3170,"{""last"":266704,""bid"":266704,""ask"":266705,""high"":276000,""low"":264361,""volume"":""12014.20758084"",""timestamp"":1496174515}",20170531050200
3171,"{""last"":266691,""bid"":266691,""ask"":266695,""high"":276000,""low"":264361,""volume"":""12014.26278084"",""timestamp"":1496174525}",20170531050210
3172,"{""last"":266712,""bid"":266707,""ask"":266712,""high"":276000,""low"":264361,""volume"":""12014.73098799"",""timestamp"":1496174535}",20170531050220
3173,"{""last"":266710,""bid"":266706,""ask"":266710,""high"":276000,""low"":264361,""volume"":""12014.76638799"",""timestamp"":1496174546}",20170531050230
3174,"{""last"":266691,""bid"":266691,""ask"":266698,""high"":276000,""low"":264361,""volume"":""12014.81368799"",""timestamp"":1496174557}",20170531050240
3175,"{""last"":266668,""bid"":266668,""ask"":266688,""high"":276000,""low"":264361,""volume"":""12015.11629405"",""timestamp"":1496174568}",20170531050251
3176,"{""last"":266666,""bid"":266657,""ask"":266664,""high"":276000,""low"":264361,""volume"":""12014.32968405"",""timestamp"":1496174575}",20170531050301
3177,"{""last"":266663,""bid"":266663,""ask"":266665,""high"":276000,""low"":264361,""volume"":""12014.66963135"",""timestamp"":1496174584}",20170531050311
3178,"{""last"":266648,""bid"":266631,""ask"":266632,""high"":276000,""low"":264361,""volume"":""12013.94885974"",""timestamp"":1496174595}",20170531050321
3179,"{""last"":266662,""bid"":266642,""ask"":266647,""high"":276000,""low"":264361,""volume"":""12014.21845974"",""timestamp"":1496174606}",20170531050331
3180,"{""last"":266612,""bid"":266612,""ask"":266623,""high"":276000,""low"":264361,""volume"":""12010.24657663"",""timestamp"":1496174615}",20170531050341
3181,"{""last"":266597,""bid"":266501,""ask"":266549,""high"":276000,""low"":264361,""volume"":""12010.44337663"",""timestamp"":1496174625}",20170531050351
3182,"{""last"":266828,""bid"":266785,""ask"":266828,""high"":276000,""low"":264361,""volume"":""12011.38039663"",""timestamp"":1496174635}",20170531050401
3183,"{""last"":266559,""bid"":266546,""ask"":266568,""high"":276000,""low"":264361,""volume"":""12011.84592663"",""timestamp"":1496174644}",20170531050411
3184,"{""last"":266683,""bid"":266625,""ask"":266667,""high"":276000,""low"":264361,""volume"":""12010.51532663"",""timestamp"":1496174658}",20170531050421
3185,"{""last"":266588,""bid"":266620,""ask"":266646,""high"":276000,""low"":264361,""volume"":""12010.70124454"",""timestamp"":1496174666}",20170531050431
3186,"{""last"":266605,""bid"":266596,""ask"":266646,""high"":276000,""low"":264361,""volume"":""12010.72274454"",""timestamp"":1496174675}",20170531050441
3187,"{""last"":266646,""bid"":266581,""ask"":266593,""high"":276000,""low"":264361,""volume"":""12011.24494454"",""timestamp"":1496174686}",20170531050451
3188,"{""last"":266621,""bid"":266793,""ask"":266794,""high"":276000,""low"":264361,""volume"":""12012.12296454"",""timestamp"":1496174694}",20170531050501
3189,"{""last"":266608,""bid"":266609,""ask"":266658,""high"":276000,""low"":264361,""volume"":""12012.55259165"",""timestamp"":1496174705}",20170531050511
3190,"{""last"":266599,""bid"":266592,""ask"":266594,""high"":276000,""low"":264361,""volume"":""12012.58259165"",""timestamp"":1496174716}",20170531050521
3191,"{""last"":266561,""bid"":266561,""ask"":266564,""high"":276000,""low"":264361,""volume"":""12012.62741165"",""timestamp"":1496174728}",20170531050532
3192,"{""last"":266598,""bid"":266590,""ask"":266594,""high"":276000,""low"":264361,""volume"":""12012.14249986"",""timestamp"":1496174736}",20170531050542
3193,"{""last"":266594,""bid"":266589,""ask"":266597,""high"":276000,""low"":264361,""volume"":""12012.11409986"",""timestamp"":1496174746}",20170531050552
3194,"{""last"":266670,""bid"":266662,""ask"":266671,""high"":276000,""low"":264361,""volume"":""12012.32306159"",""timestamp"":1496174756}",20170531050602
3195,"{""last"":266669,""bid"":266667,""ask"":266669,""high"":276000,""low"":264361,""volume"":""12011.41807685"",""timestamp"":1496174765}",20170531050612
3196,"{""last"":266725,""bid"":266701,""ask"":266716,""high"":276000,""low"":264361,""volume"":""12012.38090812"",""timestamp"":1496174777}",20170531050622
3197,"{""last"":266751,""bid"":266723,""ask"":266724,""high"":276000,""low"":264361,""volume"":""12012.80306141"",""timestamp"":1496174785}",20170531050632
3198,"{""last"":267460,""bid"":266746,""ask"":266754,""high"":276000,""low"":264361,""volume"":""12014.80818665"",""timestamp"":1496174795}",20170531050642
3199,"{""last"":267409,""bid"":267035,""ask"":267036,""high"":276000,""low"":264361,""volume"":""12015.11338665"",""timestamp"":1496174805}",20170531050652
3200,"{""last"":267187,""bid"":267120,""ask"":267187,""high"":276000,""low"":264361,""volume"":""12018.8664428"",""timestamp"":1496174815}",20170531050702
3201,"{""last"":267021,""bid"":267034,""ask"":267039,""high"":276000,""low"":264361,""volume"":""12018.9164428"",""timestamp"":1496174825}",20170531050712
3202,"{""last"":267357,""bid"":267370,""ask"":267371,""high"":276000,""low"":264361,""volume"":""12023.11220781"",""timestamp"":1496174835}",20170531050722
3203,"{""last"":267270,""bid"":267270,""ask"":267275,""high"":276000,""low"":264361,""volume"":""12021.59047106"",""timestamp"":1496174844}",20170531050732
3204,"{""last"":267229,""bid"":267256,""ask"":267259,""high"":276000,""low"":264361,""volume"":""12022.30388756"",""timestamp"":1496174854}",20170531050742
3205,"{""last"":267216,""bid"":267227,""ask"":267233,""high"":276000,""low"":264361,""volume"":""12022.27068756"",""timestamp"":1496174864}",20170531050752
3206,"{""last"":267195,""bid"":267228,""ask"":267229,""high"":276000,""low"":264361,""volume"":""12022.50199476"",""timestamp"":1496174874}",20170531050802
3207,"{""last"":267169,""bid"":267164,""ask"":267174,""high"":276000,""low"":264361,""volume"":""12022.57769476"",""timestamp"":1496174884}",20170531050814
3208,"{""last"":267215,""bid"":267213,""ask"":267217,""high"":276000,""low"":264361,""volume"":""12022.42921544"",""timestamp"":1496174895}",20170531050824
3209,"{""last"":267213,""bid"":267213,""ask"":267225,""high"":276000,""low"":264361,""volume"":""12022.54391544"",""timestamp"":1496174905}",20170531050834
3210,"{""last"":267190,""bid"":267190,""ask"":267195,""high"":276000,""low"":264361,""volume"":""12022.61511544"",""timestamp"":1496174916}",20170531050844
3211,"{""last"":267190,""bid"":267173,""ask"":267197,""high"":276000,""low"":264361,""volume"":""12023.05672734"",""timestamp"":1496174925}",20170531050854
3212,"{""last"":267133,""bid"":267108,""ask"":267133,""high"":276000,""low"":264361,""volume"":""12023.3643708"",""timestamp"":1496174935}",20170531050904
3213,"{""last"":267056,""bid"":266976,""ask"":266977,""high"":276000,""low"":264361,""volume"":""12023.4624748"",""timestamp"":1496174944}",20170531050914
3214,"{""last"":267055,""bid"":267010,""ask"":267055,""high"":276000,""low"":264361,""volume"":""12022.72539934"",""timestamp"":1496174955}",20170531050924
3215,"{""last"":267189,""bid"":267122,""ask"":267189,""high"":276000,""low"":264361,""volume"":""12023.01470231"",""timestamp"":1496174967}",20170531050934
3216,"{""last"":267274,""bid"":267195,""ask"":267274,""high"":276000,""low"":264361,""volume"":""12023.34990231"",""timestamp"":1496174975}",20170531050944
3217,"{""last"":267234,""bid"":267207,""ask"":267274,""high"":276000,""low"":264361,""volume"":""12023.57430231"",""timestamp"":1496174984}",20170531050954
3218,"{""last"":267291,""bid"":267305,""ask"":267306,""high"":276000,""low"":264361,""volume"":""12023.91953719"",""timestamp"":1496174996}",20170531051004
3219,"{""last"":267242,""bid"":267247,""ask"":267290,""high"":276000,""low"":264361,""volume"":""12024.08523719"",""timestamp"":1496175008}",20170531051014
3220,"{""last"":267124,""bid"":267124,""ask"":267130,""high"":276000,""low"":264361,""volume"":""12024.35768719"",""timestamp"":1496175018}",20170531051024
3221,"{""last"":267137,""bid"":267100,""ask"":267137,""high"":276000,""low"":264361,""volume"":""12024.43933419"",""timestamp"":1496175028}",20170531051034
3222,"{""last"":267243,""bid"":267203,""ask"":267234,""high"":276000,""low"":264361,""volume"":""12026.52403419"",""timestamp"":1496175038}",20170531051044
3223,"{""last"":267243,""bid"":267243,""ask"":267277,""high"":276000,""low"":264361,""volume"":""12026.58341419"",""timestamp"":1496175049}",20170531051054
3224,"{""last"":267231,""bid"":267232,""ask"":267248,""high"":276000,""low"":264361,""volume"":""12026.88811958"",""timestamp"":1496175064}",20170531051104
3225,"{""last"":267231,""bid"":267232,""ask"":267248,""high"":276000,""low"":264361,""volume"":""12026.88811958"",""timestamp"":1496175064}",20170531051114
3226,"{""last"":267222,""bid"":267230,""ask"":267231,""high"":276000,""low"":264361,""volume"":""12026.93921958"",""timestamp"":1496175075}",20170531051125
3227,"{""last"":267197,""bid"":267198,""ask"":267209,""high"":276000,""low"":264361,""volume"":""12027.02951077"",""timestamp"":1496175085}",20170531051135
3228,"{""last"":266648,""bid"":266676,""ask"":266870,""high"":276000,""low"":264361,""volume"":""12108.58221893"",""timestamp"":1496175095}",20170531051145
3229,"{""last"":266630,""bid"":266624,""ask"":266630,""high"":276000,""low"":264361,""volume"":""12110.00898957"",""timestamp"":1496175114}",20170531051155
3230,"{""last"":266633,""bid"":266629,""ask"":266633,""high"":276000,""low"":264361,""volume"":""12108.58323818"",""timestamp"":1496175125}",20170531051205
3231,"{""last"":266633,""bid"":266629,""ask"":266633,""high"":276000,""low"":264361,""volume"":""12108.58323818"",""timestamp"":1496175125}",20170531051215
3232,"{""last"":266621,""bid"":266621,""ask"":266626,""high"":276000,""low"":264361,""volume"":""12110.89450735"",""timestamp"":1496175135}",20170531051225
3233,"{""last"":266599,""bid"":266608,""ask"":266609,""high"":276000,""low"":264361,""volume"":""12120.78690735"",""timestamp"":1496175155}",20170531051235
3234,"{""last"":266599,""bid"":266608,""ask"":266609,""high"":276000,""low"":264361,""volume"":""12120.78690735"",""timestamp"":1496175155}",20170531051245
3235,"{""last"":266598,""bid"":266595,""ask"":266598,""high"":276000,""low"":264361,""volume"":""12122.64146608"",""timestamp"":1496175165}",20170531051255
3236,"{""last"":266597,""bid"":266595,""ask"":266597,""high"":276000,""low"":264361,""volume"":""12124.10059403"",""timestamp"":1496175177}",20170531051305
3237,"{""last"":266596,""bid"":266595,""ask"":266596,""high"":276000,""low"":264361,""volume"":""12124.80819403"",""timestamp"":1496175186}",20170531051315
3238,"{""last"":266595,""bid"":266594,""ask"":266595,""high"":276000,""low"":264361,""volume"":""12124.72645391"",""timestamp"":1496175196}",20170531051325
3239,"{""last"":266589,""bid"":266589,""ask"":266594,""high"":276000,""low"":264361,""volume"":""12124.74025391"",""timestamp"":1496175207}",20170531051335
3240,"{""last"":266589,""bid"":266584,""ask"":266588,""high"":276000,""low"":264361,""volume"":""12124.67334526"",""timestamp"":1496175216}",20170531051345
3241,"{""last"":266588,""bid"":266584,""ask"":266588,""high"":276000,""low"":264361,""volume"":""12124.47550842"",""timestamp"":1496175235}",20170531051356
3242,"{""last"":266584,""bid"":266585,""ask"":266587,""high"":276000,""low"":264361,""volume"":""12124.61840842"",""timestamp"":1496175245}",20170531051406
3243,"{""last"":266584,""bid"":266585,""ask"":266587,""high"":276000,""low"":264361,""volume"":""12124.61840842"",""timestamp"":1496175245}",20170531051416
3244,"{""last"":266584,""bid"":266584,""ask"":266587,""high"":276000,""low"":264361,""volume"":""12123.81791373"",""timestamp"":1496175266}",20170531051426
3245,"{""last"":266588,""bid"":266585,""ask"":266590,""high"":276000,""low"":264361,""volume"":""12124.08726819"",""timestamp"":1496175275}",20170531051436
3246,"{""last"":266590,""bid"":266587,""ask"":266590,""high"":276000,""low"":264361,""volume"":""12124.61838573"",""timestamp"":1496175285}",20170531051446
3247,"{""last"":266590,""bid"":266587,""ask"":266590,""high"":276000,""low"":264361,""volume"":""12124.61838573"",""timestamp"":1496175285}",20170531051456
3248,"{""last"":266588,""bid"":266587,""ask"":266588,""high"":276000,""low"":264361,""volume"":""12127.35725236"",""timestamp"":1496175306}",20170531051506
3249,"{""last"":266588,""bid"":266587,""ask"":266588,""high"":276000,""low"":264361,""volume"":""12127.35725236"",""timestamp"":1496175306}",20170531051516
3250,"{""last"":266587,""bid"":266796,""ask"":266797,""high"":276000,""low"":264361,""volume"":""12131.63300118"",""timestamp"":1496175316}",20170531051526
3251,"{""last"":266852,""bid"":266807,""ask"":266875,""high"":276000,""low"":264361,""volume"":""12130.28873777"",""timestamp"":1496175336}",20170531051536
3252,"{""last"":266852,""bid"":266807,""ask"":266875,""high"":276000,""low"":264361,""volume"":""12130.28873777"",""timestamp"":1496175336}",20170531051546
3253,"{""last"":266929,""bid"":266956,""ask"":267102,""high"":276000,""low"":264361,""volume"":""12130.30373777"",""timestamp"":1496175347}",20170531051556
3254,"{""last"":266793,""bid"":266793,""ask"":266795,""high"":276000,""low"":264361,""volume"":""12131.43923949"",""timestamp"":1496175364}",20170531051606
3255,"{""last"":266902,""bid"":266859,""ask"":266901,""high"":276000,""low"":264361,""volume"":""12131.54012221"",""timestamp"":1496175375}",20170531051617
3256,"{""last"":266808,""bid"":266879,""ask"":266882,""high"":276000,""low"":264361,""volume"":""12132.17551008"",""timestamp"":1496175385}",20170531051627
3257,"{""last"":266831,""bid"":266780,""ask"":266876,""high"":276000,""low"":264361,""volume"":""12130.45149454"",""timestamp"":1496175395}",20170531051637
3258,"{""last"":266863,""bid"":266851,""ask"":266857,""high"":276000,""low"":264361,""volume"":""12129.85397821"",""timestamp"":1496175404}",20170531051647
3259,"{""last"":266865,""bid"":266866,""ask"":266867,""high"":276000,""low"":264361,""volume"":""12130.25647821"",""timestamp"":1496175415}",20170531051657
3260,"{""last"":266883,""bid"":266792,""ask"":266898,""high"":276000,""low"":264361,""volume"":""12130.32507821"",""timestamp"":1496175424}",20170531051707
3261,"{""last"":266864,""bid"":266855,""ask"":266887,""high"":276000,""low"":264361,""volume"":""12130.3582517"",""timestamp"":1496175436}",20170531051717
3262,"{""last"":266893,""bid"":266845,""ask"":266846,""high"":276000,""low"":264361,""volume"":""12128.19106798"",""timestamp"":1496175445}",20170531051727
3263,"{""last"":266799,""bid"":266766,""ask"":266846,""high"":276000,""low"":264361,""volume"":""12128.79872981"",""timestamp"":1496175454}",20170531051737
3264,"{""last"":266825,""bid"":266818,""ask"":266819,""high"":276000,""low"":264361,""volume"":""12128.34032981"",""timestamp"":1496175466}",20170531051747
3265,"{""last"":267086,""bid"":266912,""ask"":267086,""high"":276000,""low"":264361,""volume"":""12128.85109047"",""timestamp"":1496175474}",20170531051757
3266,"{""last"":266817,""bid"":266817,""ask"":267075,""high"":276000,""low"":264361,""volume"":""12128.88015701"",""timestamp"":1496175486}",20170531051807
3267,"{""last"":266801,""bid"":266800,""ask"":266801,""high"":276000,""low"":264361,""volume"":""12130.33375332"",""timestamp"":1496175496}",20170531051817
3268,"{""last"":266801,""bid"":266800,""ask"":266810,""high"":276000,""low"":264361,""volume"":""12130.35025701"",""timestamp"":1496175506}",20170531051827
3269,"{""last"":266801,""bid"":266800,""ask"":266810,""high"":276000,""low"":264361,""volume"":""12130.35025701"",""timestamp"":1496175506}",20170531051837
3270,"{""last"":266800,""bid"":266800,""ask"":266804,""high"":276000,""low"":264361,""volume"":""12131.32834092"",""timestamp"":1496175527}",20170531051847
3271,"{""last"":266750,""bid"":266751,""ask"":266796,""high"":276000,""low"":264361,""volume"":""12133.93834092"",""timestamp"":1496175535}",20170531051857
3272,"{""last"":266754,""bid"":266750,""ask"":266758,""high"":276000,""low"":264361,""volume"":""12132.45945904"",""timestamp"":1496175545}",20170531051908
3273,"{""last"":266754,""bid"":266750,""ask"":266758,""high"":276000,""low"":264361,""volume"":""12132.45945904"",""timestamp"":1496175545}",20170531051918
3274,"{""last"":266753,""bid"":266740,""ask"":266753,""high"":276000,""low"":264361,""volume"":""12130.20985779"",""timestamp"":1496175565}",20170531051928
3275,"{""last"":266739,""bid"":266736,""ask"":266739,""high"":276000,""low"":264361,""volume"":""12133.3464431"",""timestamp"":1496175577}",20170531051938
3276,"{""last"":266739,""bid"":266736,""ask"":266739,""high"":276000,""low"":264361,""volume"":""12133.3464431"",""timestamp"":1496175577}",20170531051948
3277,"{""last"":266810,""bid"":266797,""ask"":266810,""high"":276000,""low"":264361,""volume"":""12135.03530877"",""timestamp"":1496175595}",20170531051958
3278,"{""last"":266819,""bid"":266801,""ask"":266819,""high"":276000,""low"":264361,""volume"":""12130.37495701"",""timestamp"":1496175607}",20170531052008
3279,"{""last"":266776,""bid"":266776,""ask"":267053,""high"":276000,""low"":264361,""volume"":""12136.54436349"",""timestamp"":1496175616}",20170531052018
3280,"{""last"":267052,""bid"":266994,""ask"":267148,""high"":276000,""low"":264361,""volume"":""12136.86442173"",""timestamp"":1496175626}",20170531052028
3281,"{""last"":267052,""bid"":266994,""ask"":267148,""high"":276000,""low"":264361,""volume"":""12136.86442173"",""timestamp"":1496175626}",20170531052038
3282,"{""last"":267149,""bid"":267144,""ask"":267149,""high"":276000,""low"":264361,""volume"":""12137.66448415"",""timestamp"":1496175639}",20170531052048
3283,"{""last"":267149,""bid"":267144,""ask"":267149,""high"":276000,""low"":264361,""volume"":""12137.56040449"",""timestamp"":1496175656}",20170531052058
3284,"{""last"":267057,""bid"":267044,""ask"":267093,""high"":276000,""low"":264361,""volume"":""12137.88140449"",""timestamp"":1496175665}",20170531052108
3285,"{""last"":267150,""bid"":267071,""ask"":267080,""high"":276000,""low"":264361,""volume"":""12136.55549489"",""timestamp"":1496175675}",20170531052118
3286,"{""last"":267150,""bid"":267143,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12143.38849403"",""timestamp"":1496175685}",20170531052128
3287,"{""last"":267150,""bid"":267143,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12143.38849403"",""timestamp"":1496175685}",20170531052138
3288,"{""last"":267056,""bid"":267043,""ask"":267077,""high"":276000,""low"":264361,""volume"":""12139.2134897"",""timestamp"":1496175705}",20170531052148
3289,"{""last"":267120,""bid"":267118,""ask"":267120,""high"":276000,""low"":264361,""volume"":""12139.22784171"",""timestamp"":1496175715}",20170531052158
3290,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12140.14654219"",""timestamp"":1496175724}",20170531052209
3291,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12142.18323527"",""timestamp"":1496175734}",20170531052219
3292,"{""last"":267149,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12139.10793527"",""timestamp"":1496175744}",20170531052229
3293,"{""last"":267149,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12137.687986"",""timestamp"":1496175756}",20170531052239
3294,"{""last"":267149,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12140.803086"",""timestamp"":1496175765}",20170531052249
3295,"{""last"":267149,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12141.396011"",""timestamp"":1496175775}",20170531052259
3296,"{""last"":267145,""bid"":267143,""ask"":267149,""high"":276000,""low"":264361,""volume"":""12142.052511"",""timestamp"":1496175787}",20170531052309
3297,"{""last"":267137,""bid"":267134,""ask"":267135,""high"":276000,""low"":264361,""volume"":""12146.228211"",""timestamp"":1496175795}",20170531052319
3298,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12148.39757831"",""timestamp"":1496175804}",20170531052329
3299,"{""last"":267149,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12149.1779337"",""timestamp"":1496175815}",20170531052339
3300,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12144.7741537"",""timestamp"":1496175825}",20170531052349
3301,"{""last"":267149,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12140.3913135"",""timestamp"":1496175835}",20170531052359
3302,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12140.4229135"",""timestamp"":1496175845}",20170531052409
3303,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12141.68948431"",""timestamp"":1496175857}",20170531052419
3304,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12142.27150131"",""timestamp"":1496175865}",20170531052429
3305,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12143.62479614"",""timestamp"":1496175875}",20170531052439
3306,"{""last"":267150,""bid"":267149,""ask"":267150,""high"":276000,""low"":264361,""volume"":""12134.27116614"",""timestamp"":1496175886}",20170531052449
3307,"{""last"":267174,""bid"":267167,""ask"":267174,""high"":276000,""low"":264361,""volume"":""12140.87005541"",""timestamp"":1496175896}",20170531052459
3308,"{""last"":267169,""bid"":267170,""ask"":267174,""high"":276000,""low"":264361,""volume"":""12139.30951515"",""timestamp"":1496175906}",20170531052510
3309,"{""last"":267174,""bid"":267170,""ask"":267174,""high"":276000,""low"":264361,""volume"":""12139.86191515"",""timestamp"":1496175918}",20170531052520
3310,"{""last"":267174,""bid"":267170,""ask"":267174,""high"":276000,""low"":264361,""volume"":""12140.01431515"",""timestamp"":1496175926}",20170531052530
3311,"{""last"":267235,""bid"":267227,""ask"":267235,""high"":276000,""low"":264361,""volume"":""12139.77993941"",""timestamp"":1496175937}",20170531052540
3312,"{""last"":267235,""bid"":267227,""ask"":267235,""high"":276000,""low"":264361,""volume"":""12137.52403941"",""timestamp"":1496175949}",20170531052550
3313,"{""last"":267457,""bid"":267360,""ask"":267361,""high"":276000,""low"":264361,""volume"":""12127.11689241"",""timestamp"":1496175959}",20170531052600
3314,"{""last"":267403,""bid"":267364,""ask"":267419,""high"":276000,""low"":264361,""volume"":""12129.58564741"",""timestamp"":1496175965}",20170531052610
3315,"{""last"":267370,""bid"":267370,""ask"":267520,""high"":276000,""low"":264361,""volume"":""12130.47374741"",""timestamp"":1496175975}",20170531052620
3316,"{""last"":267425,""bid"":267426,""ask"":267444,""high"":276000,""low"":264361,""volume"":""12129.79894741"",""timestamp"":1496175988}",20170531052630
3317,"{""last"":267436,""bid"":267436,""ask"":267440,""high"":276000,""low"":264361,""volume"":""12128.88715407"",""timestamp"":1496175995}",20170531052640
3318,"{""last"":267437,""bid"":267421,""ask"":267422,""high"":276000,""low"":264361,""volume"":""12129.04306407"",""timestamp"":1496176005}",20170531052650
3319,"{""last"":267408,""bid"":267389,""ask"":267421,""high"":276000,""low"":264361,""volume"":""12129.73896407"",""timestamp"":1496176015}",20170531052700
3320,"{""last"":267429,""bid"":267421,""ask"":267442,""high"":276000,""low"":264361,""volume"":""12129.61916407"",""timestamp"":1496176025}",20170531052710
3321,"{""last"":267519,""bid"":267455,""ask"":267519,""high"":276000,""low"":264361,""volume"":""12129.49526407"",""timestamp"":1496176035}",20170531052720
3322,"{""last"":267450,""bid"":267469,""ask"":267487,""high"":276000,""low"":264361,""volume"":""12128.74616407"",""timestamp"":1496176046}",20170531052730
3323,"{""last"":267506,""bid"":267445,""ask"":267446,""high"":276000,""low"":264361,""volume"":""12128.50516407"",""timestamp"":1496176055}",20170531052741
3324,"{""last"":267417,""bid"":267417,""ask"":267418,""high"":276000,""low"":264361,""volume"":""12129.43966407"",""timestamp"":1496176066}",20170531052752
3325,"{""last"":267479,""bid"":267406,""ask"":267490,""high"":276000,""low"":264361,""volume"":""12129.55236407"",""timestamp"":1496176077}",20170531052802
3326,"{""last"":267427,""bid"":267405,""ask"":267427,""high"":276000,""low"":264361,""volume"":""12129.35363407"",""timestamp"":1496176084}",20170531052812
3327,"{""last"":267599,""bid"":267585,""ask"":267586,""high"":276000,""low"":264361,""volume"":""12130.41548994"",""timestamp"":1496176095}",20170531052822
3328,"{""last"":267585,""bid"":267585,""ask"":267589,""high"":276000,""low"":264361,""volume"":""12088.83579958"",""timestamp"":1496176105}",20170531052832
3329,"{""last"":267598,""bid"":267591,""ask"":267598,""high"":276000,""low"":264361,""volume"":""12085.93862163"",""timestamp"":1496176116}",20170531052842
3330,"{""last"":267586,""bid"":267586,""ask"":267588,""high"":276000,""low"":264361,""volume"":""12086.41212163"",""timestamp"":1496176126}",20170531052852
3331,"{""last"":267599,""bid"":267592,""ask"":267599,""high"":276000,""low"":264361,""volume"":""12039.18109273"",""timestamp"":1496176137}",20170531052902
